time,open,high,low,close,Volume,Volume MA
2021-05-09T00:00:00Z,58866.53,59075,58505.95,58527,1976.4239,3004.1308260000046
2021-05-09T01:00:00Z,58527,59239.58,58325.09,59126.14,3062.471333,3060.4584780500045
2021-05-09T02:00:00Z,59126.14,59147.94,58500,58605,2107.172321,3072.659542500004
2021-05-09T03:00:00Z,58605.03,59300,58465.96,58632.78,4827.169407,3167.3861420000044
2021-05-09T04:00:00Z,58635.72,58974.91,57575,58157.87,9149.354583,3303.8392852000047
2021-05-09T05:00:00Z,58157.87,58568.96,57937.27,58446.51,2314.061126,3269.5805008500047
2021-05-09T06:00:00Z,58446.51,58620.16,58000,58337.57,2438.270119,3276.314808750005
2021-05-09T07:00:00Z,58337.57,58342.7,57711.71,57965.59,2152.61758,3299.830045050005
2021-05-09T08:00:00Z,57965.59,58250,57815.02,58159.6,2238.709752,3265.9042578000053
2021-05-09T09:00:00Z,58159.59,58400,57589.94,57952.52,2908.175174,3173.3151107500053
2021-05-09T10:00:00Z,57952.53,58052.33,57535.61,57955.04,2470.687177,3156.3619140500055
2021-05-09T11:00:00Z,57955.04,58200,57865.85,57907.49,2156.904527,2971.6301808500057
2021-05-09T12:00:00Z,57907.49,58000,56235.66,56433.53,7334.090088,3101.3677017000055
2021-05-09T13:00:00Z,56433.54,57387.77,56402.9,57220.02,3553.655176,3088.2808970500055
2021-05-09T14:00:00Z,57220.01,57485,57111.41,57170.9,2243.805782,3053.6192158500057
2021-05-09T15:00:00Z,57170.9,57425.2,57000,57379.58,1889.575356,3045.7753956500055
2021-05-09T16:00:00Z,57379.58,57883.11,57300.01,57600.01,2503.120953,3053.6001504000055
2021-05-09T17:00:00Z,57600,57660.3,57262.51,57458.73,1615.945808,3039.703265050005
2021-05-09T18:00:00Z,57458.73,57638.2,57199.8,57439.39,1531.725376,2996.492235600005
2021-05-09T19:00:00Z,57441.61,57569,57048.96,57266.97,2492.940645,3048.3438091500057
2021-05-09T20:00:00Z,57266.97,57999,57179.18,57844.18,2673.748657,3083.2100470000055
2021-05-09T21:00:00Z,57844.18,58180,57778.85,58025.89,1924.11491,3026.2922258500053
2021-05-09T22:00:00Z,58025.88,58205.67,57850,57930.32,2208.474295,3031.3573245500056
2021-05-09T23:00:00Z,57930.31,58439.7,57929.84,58240.84,2032.905865,2891.644147450005
2021-05-10T00:00:00Z,58240.83,58887.82,58009.96,58858.6,2735.070297,2570.929933150005
2021-05-10T01:00:00Z,58858.6,58985,58610.16,58700.21,2415.250146,2575.989384150005
2021-05-10T02:00:00Z,58699.99,59066,58650.39,58982.81,2164.338114,2562.292783900005
2021-05-10T03:00:00Z,58978.95,59444.9,58929.33,59356.76,3590.549967,2634.189403250005
2021-05-10T04:00:00Z,59356.77,59500,59003.37,59154.67,3062.813283,2675.394579800005
2021-05-10T05:00:00Z,59154.67,59439.98,58680.26,59068.05,2521.166235,2656.0441328500046
2021-05-10T06:00:00Z,59068.66,59180,58755,58833.93,1799.152798,2622.467413900005
2021-05-10T07:00:00Z,58833.92,58965.01,58355.79,58370.17,2502.867563,2639.765565700005
2021-05-10T08:00:00Z,58370.17,58593.79,58016.33,58372.87,2898.39359,2417.980740800005
2021-05-10T09:00:00Z,58372.86,58573.54,57736.46,57899.65,3262.379436,2403.416953800005
2021-05-10T10:00:00Z,57899.65,58167.83,57550,57866.23,2697.7042,2426.111874700005
2021-05-10T11:00:00Z,57866.24,58300,57301.81,58070.63,3624.605949,2512.863404350005
2021-05-10T12:00:00Z,58070.63,58231.46,57526.25,57654.57,3500.835538,2562.749133600005
2021-05-10T13:00:00Z,57650.01,57938.12,57455,57675.84,3403.484507,2652.126068550005
2021-05-10T14:00:00Z,57675.84,57675.84,56815,56831.59,4097.350714,2780.407335450005
2021-05-10T15:00:00Z,56831.59,58320,56700,58296.36,5490.741237,2930.2973650500053
2021-05-10T16:00:00Z,58296.35,58593.7,57556.99,57572.32,4239.666406,3008.5932525000053
2021-05-10T17:00:00Z,57572.32,57693.44,56849.75,56985.3,4085.398456,3116.657429800006
2021-05-10T18:00:00Z,56985.3,57195.32,56388.26,56771.88,4418.643856,3227.165907850006
2021-05-10T19:00:00Z,56771.87,56977.48,55516.85,55733.76,6241.027982,3437.5720137000053
2021-05-10T20:00:00Z,55733.76,55739.62,53400,55240.88,11462.110082,3873.9240029500056
2021-05-10T21:00:00Z,55246.69,55843.09,55027.18,55641.11,3014.242809,3903.8736361000056
2021-05-10T22:00:00Z,55640.76,56269.89,55367.15,56229.93,3377.218041,3964.5176324500053
2021-05-10T23:00:00Z,56229.92,56230.12,55418.98,55816.14,2981.338044,3934.0570363000056
2021-05-11T00:00:00Z,55816.14,56435.48,55429.99,55460.08,3554.538645,3958.6433044000055
2021-05-11T01:00:00Z,55453.39,55815.29,55064.13,55565.33,3604.831612,4012.8265732500054
2021-05-11T02:00:00Z,55565.33,55942.26,54505,54600,3617.742883,4103.756077500006
2021-05-11T03:00:00Z,54600,55283.68,54370,55142.46,3510.765875,4154.1509931000055
2021-05-11T04:00:00Z,55142.44,55545.69,54986.47,55337.04,2646.3448,4141.548553600006
2021-05-11T05:00:00Z,55337.03,55484.36,54589,54798,2345.249796,4095.692071600006
2021-05-11T06:00:00Z,54788.6,55800,54721.89,55677.12,2548.333058,4088.2235145000063
2021-05-11T07:00:00Z,55677.12,55846.9,55421.84,55740.09,1960.491959,4005.0178150000065
2021-05-11T08:00:00Z,55737.89,55893.9,55153.14,55341.27,3137.061986,3986.8291374000064
2021-05-11T09:00:00Z,55341.28,56027.63,55315.49,55901.15,2573.226752,3945.3162496500067
2021-05-11T10:00:00Z,55901.14,56190,55733.45,55841.78,2557.383987,3868.3179133000062
2021-05-11T11:00:00Z,55841.79,55963.86,55125.71,55210.47,2732.698373,3730.4157701000067
2021-05-11T12:00:00Z,55210.47,55418.8,54766.44,55374.08,3862.937465,3711.5793230500067
2021-05-11T13:00:00Z,55374.08,55760.01,54875,55750,3879.881775,3701.3034890000067
2021-05-11T14:00:00Z,55750,55885.77,55485.14,55688,3119.833388,3636.362965600007
2021-05-11T15:00:00Z,55688,56176,55545.28,56052.82,3032.662461,3475.944689550007
2021-05-11T16:00:00Z,56052.83,56553.42,55750,55999.69,3493.029274,3077.490649150007
2021-05-11T17:00:00Z,55999.68,56500,55927.27,56395.1,2213.857126,3037.471365000007
2021-05-11T18:00:00Z,56395.09,56690,56249.38,56383.66,2035.254968,2970.3732113500073
2021-05-11T19:00:00Z,56383.66,56850,56330.3,56608.94,1880.392549,2915.325936600007
2021-05-11T20:00:00Z,56608.93,56850,56464.73,56806.34,1629.034688,2819.050738750007
2021-05-11T21:00:00Z,56806.35,56862.43,56288.43,56510.26,1504.023443,2714.010330300007
2021-05-11T22:00:00Z,56510.26,56654.71,56307.43,56399.99,1452.75299,2605.760835650007
2021-05-11T23:00:00Z,56399.99,56767.96,56168.98,56670.02,1437.210697,2502.0830767500074
2021-05-12T00:00:00Z,56670.02,57360.07,56555.12,57348.95,3166.907053,2528.1111894000073
2021-05-12T01:00:00Z,57344.48,57360,56924.37,57033.35,2018.790065,2511.788202850007
2021-05-12T02:00:00Z,57033.35,57337.81,56932.83,57172.94,2235.727996,2496.1579497500074
2021-05-12T03:00:00Z,57170.2,57872.18,56937.78,57756.94,3310.804448,2563.673574200008
2021-05-12T04:00:00Z,57756.95,58000.01,57284.82,57355.3,2702.273614,2541.9341556000077
2021-05-12T05:00:00Z,57355.29,57504.65,57160.01,57227.98,1948.738031,2510.7097195500073
2021-05-12T06:00:00Z,57227.98,57366.92,56900,57009.55,2517.104414,2508.6957409000074
2021-05-12T07:00:00Z,57011.67,57250,56882,57101.07,1915.343725,2467.8280085000074
2021-05-12T08:00:00Z,57101.08,57180,56580,56912.77,3332.811994,2441.3217349500073
2021-05-12T09:00:00Z,56912.77,57195.5,56730,56855.43,2163.096667,2355.482479550007
2021-05-12T10:00:00Z,56855.42,56861.01,55950.45,56026.83,3903.570096,2394.6693149500074
2021-05-12T11:00:00Z,56026.83,56517.22,55967.13,56421.46,2722.41529,2379.1569564000074
2021-05-12T12:00:00Z,56421.45,56615.45,56164,56316.76,2723.562788,2340.6836321000073
2021-05-12T13:00:00Z,56316.76,56850,55700,56760.11,3996.550934,2429.8183225000075
2021-05-12T14:00:00Z,56760.1,56900,56000,56073.03,3641.372381,2510.124193150007
2021-05-12T15:00:00Z,56073.04,56126.29,55232.56,55479.13,5861.529748,2709.1810531000074
2021-05-12T16:00:00Z,55479.13,55677.31,54392.74,55013.01,6443.657176,2949.9121775000076
2021-05-12T17:00:00Z,55013.01,55329.3,54687.05,54865.13,3002.007314,3024.811371050008
2021-05-12T18:00:00Z,54863.94,55144.98,53576.3,54082.52,6339.651224,3269.156282750008
2021-05-12T19:00:00Z,54082.52,54526.3,53500,54432.39,4578.143344,3426.2029151000074
2021-05-12T20:00:00Z,54437,54660.17,53983.05,54420.14,2585.945182,3397.154821550007
2021-05-12T21:00:00Z,54420.14,54751.92,54300,54533.16,1891.940713,3390.8123539500075
2021-05-12T22:00:00Z,54533.16,54746.82,51563.19,52942.79,12842.470117,3921.149460000008
2021-05-12T23:00:00Z,52938.97,52950.55,48600,49631.32,13998.375522,4455.528013700008
2021-05-13T00:00:00Z,49537.15,50630,46000,49666.99,19866.030393,5313.715852650008
2021-05-13T01:00:00Z,49661.12,50600,49305.43,50522.52,10088.97455,5720.7276786000075
2021-05-13T02:00:00Z,50522.52,50829.98,50000,50255.84,6577.478178,5923.746366800007
2021-05-13T03:00:00Z,50257.78,50490.09,49544,50461.99,6253.543763,6140.656368700007
2021-05-13T04:00:00Z,50461.99,50986.22,50282,50445.87,4747.285098,6211.3800239000075
2021-05-13T05:00:00Z,50445.87,51076.41,50444,50884.09,3757.048899,6291.077635500007
2021-05-13T06:00:00Z,50884.09,51335,50760.42,51332.74,3988.3829,6295.318275700008
2021-05-13T07:00:00Z,51332.74,51367.19,50605.38,50879.72,3632.057094,6340.800365900008
2021-05-13T08:00:00Z,50879.73,50950,49938.44,50015.82,4616.644825,6435.454467750007
2021-05-13T09:00:00Z,50015.83,50354.28,48747.89,49212.91,8623.516471,6666.802744600008
2021-05-13T10:00:00Z,49212.92,50243.61,48901,49171.76,8782.325893,6923.850420200009
2021-05-13T11:00:00Z,49176.56,49909.8,48457.12,49777.01,6132.186867,6937.383276150009
2021-05-13T12:00:00Z,49777.01,50400,49528.46,50158.05,4589.170703,6844.658952500009
2021-05-13T13:00:00Z,50159.29,50585.52,49594,50500,3970.491935,6893.083183550009
2021-05-13T14:00:00Z,50500.01,50884.34,50207.56,50288.69,3752.911213,6763.74618300001
2021-05-13T15:00:00Z,50288.68,50394.2,49458.68,49627.64,4978.783253,6783.778178450009
2021-05-13T16:00:00Z,49627.63,50429.99,48434.2,48635.4,6007.197865,6954.8408126000095
2021-05-13T17:00:00Z,48635.65,48888,47000,48465.11,11630.740179,7441.780785900011
2021-05-13T18:00:00Z,48465.11,48964.41,47672.59,47844.04,6375.313151,7118.422937600012
2021-05-13T19:00:00Z,47844.04,49384.2,47832.38,48568.85,4923.945507,6664.701436850012
2021-05-13T20:00:00Z,48569.97,49450,48367.56,49304.15,4073.877133,5875.093773850012
2021-05-13T21:00:00Z,49304.11,49866.03,49000,49564.94,2593.165053,5500.303299000013
2021-05-13T22:00:00Z,49564.93,49879.77,48838.38,48857.72,3571.571945,5350.007987350013
2021-05-13T23:00:00Z,48857.76,49759.1,48350,49670.97,3799.359253,5227.298761850014
2021-05-14T00:00:00Z,49671.92,50241.19,49479.77,50029.78,4470.636113,5213.466312600014
2021-05-14T01:00:00Z,50029.77,50390.7,49855.09,50015.76,3253.803967,5188.304066000013
2021-05-14T02:00:00Z,50019.56,50070.68,49414.5,49464.64,3144.16476,5146.093159000014
2021-05-14T03:00:00Z,49464.63,49663.18,49021.01,49157.93,2794.497577,5104.215183150014
2021-05-14T04:00:00Z,49157.94,49540.09,48799.75,49198.86,3932.039844,5069.984934100014
2021-05-14T05:00:00Z,49195.17,49736.84,49042.29,49653.44,2676.459272,4772.632074150014
2021-05-14T06:00:00Z,49649.77,49706.55,48862.56,49056.83,3448.437632,4505.937661100013
2021-05-14T07:00:00Z,49056.83,50286.26,49050,49987.2,4177.17298,4408.186966750014
2021-05-14T08:00:00Z,49987.19,50420.17,49880,50365.98,3437.195258,4350.588194500015
2021-05-14T09:00:00Z,50365.97,50800,50140.1,50413.21,4037.606556,4353.943925550015
2021-05-14T10:00:00Z,50413.21,50767.39,50213,50720.34,3962.663023,4364.431516050015
2021-05-14T11:00:00Z,50720.34,50958.32,50478.79,50538.14,3477.032307,4289.343968750015
2021-05-14T12:00:00Z,50538.13,50624.93,50226.19,50310.83,3335.756373,4155.771894150015
2021-05-14T13:00:00Z,50310.83,50977.6,50037,50937.18,3262.853932,3737.377581800015
2021-05-14T14:00:00Z,50937.19,50949.96,50470.87,50873.78,3009.039971,3569.0639228000155
2021-05-14T15:00:00Z,50873.78,51483,50873.77,51211.98,4260.602988,3535.8967968500156
2021-05-14T16:00:00Z,51211.98,51322.41,50660.59,50809,3747.950068,3519.6004436000158
2021-05-14T17:00:00Z,50809,51053.74,50490.26,50569.36,2632.602151,3521.572298500015
2021-05-14T18:00:00Z,50569.37,50728.96,50330.62,50470.07,3438.132861,3514.9003443000156
2021-05-14T19:00:00Z,50470.89,50479.49,50083.8,50138.09,2652.32953,3457.5488581500153
2021-05-14T20:00:00Z,50141.33,50294.6,49065,49146.02,4218.742028,3444.954153900015
2021-05-14T21:00:00Z,49146.01,49848.48,49030,49807.18,2362.804044,3400.404157750015
2021-05-14T22:00:00Z,49810.37,50142.06,49613.22,49912.26,2042.977506,3345.344795050015
2021-05-14T23:00:00Z,49912.26,50188.67,49730.98,49841.45,2306.703565,3320.955094450015
2021-05-15T00:00:00Z,49844.16,50320.24,49269.78,49444.7,3240.054837,3286.3558441000155
2021-05-15T01:00:00Z,49444.7,50700,49350.5,50619.19,2899.095904,3297.487675700015
2021-05-15T02:00:00Z,50619.18,50650.73,50020,50084.84,2143.714977,3232.2515429500154
2021-05-15T03:00:00Z,50084.83,50084.83,49601,49627.01,2247.57774,3135.771780950015
2021-05-15T04:00:00Z,49627.02,49861.2,49150.92,49322.03,2921.961104,3110.010073250015
2021-05-15T05:00:00Z,49322.03,49720.37,49086.75,49666.46,2777.408064,3047.0001486500155
2021-05-15T06:00:00Z,49668.92,49700,48628.72,48971.99,4475.983439,3072.6661694500153
2021-05-15T07:00:00Z,48972,49058.89,48400,48469.28,4586.850315,3128.1570698500154
2021-05-15T08:00:00Z,48469.71,49072.49,48203.91,48826.08,3843.623578,3153.5504301000155
2021-05-15T09:00:00Z,48826.06,49298.59,48350,48640.87,3775.306039,3179.1730354500155
2021-05-15T10:00:00Z,48654.24,48654.24,47721.84,48379.9,5492.303194,3303.3361966000157
2021-05-15T11:00:00Z,48379.89,49000,48343.42,48929.74,3024.338134,3241.5229539000156
2021-05-15T12:00:00Z,48929.73,49364.8,48636.58,49167.21,3205.170074,3214.383954200016
2021-05-15T13:00:00Z,49167.22,49340.68,48527.07,48995.02,3241.608758,3244.834284550016
2021-05-15T14:00:00Z,48995.02,49697.63,48832,49389.58,5237.189381,3334.787110550016
2021-05-15T15:00:00Z,49389.58,49585.49,48834.82,48982.99,3230.316773,3363.686472700016
2021-05-15T16:00:00Z,48983,48994.27,47534,47876.71,6712.553644,3488.3770535000162
2021-05-15T17:00:00Z,47875.46,48234.16,47399.3,47801.08,4910.971781,3615.785440350016
2021-05-15T18:00:00Z,47801.07,48200,47447.36,47890.07,3156.243609,3671.4487455000162
2021-05-15T19:00:00Z,47890.72,48108.61,46900,48108.4,5499.314898,3831.079312150016
2021-05-15T20:00:00Z,48108.4,48655,48037.25,48219.31,3115.476595,3824.8504000500157
2021-05-15T21:00:00Z,48219.41,48738.75,48209.01,48419.76,1775.332841,3768.6622469000154
2021-05-15T22:00:00Z,48419.74,48688.83,47733,47964.69,2919.023845,3807.427690300016
2021-05-15T23:00:00Z,47971.98,48049.93,46555,46762.99,5006.029835,3945.350295050016
2021-05-16T00:00:00Z,46762.99,47698,46467,47283.43,5439.308207,4071.2176502000157
2021-05-16T01:00:00Z,47282.38,48215.96,47282.37,48059.99,3005.465226,4082.6205083000154
2021-05-16T02:00:00Z,48059.99,48326.62,47952.56,48150.01,2151.761047,3966.4093887000154
2021-05-16T03:00:00Z,48144.25,48406.44,47747.7,48383.46,2204.566902,3847.2952180500156
2021-05-16T04:00:00Z,48386.62,48951.01,48051.38,48102.77,2272.252438,3768.7266610500155
2021-05-16T05:00:00Z,48102.77,48354.2,48034.82,48165.86,1650.211541,3662.471936150015
2021-05-16T06:00:00Z,48165.86,49500,48135.39,49047.97,4192.928903,3597.5032216000154
2021-05-16T07:00:00Z,49047.97,49400,48825.31,49375.28,2686.640493,3580.6183395500148
2021-05-16T08:00:00Z,49375.28,49437.46,48656,48900.02,2548.287369,3547.7742043000153
2021-05-16T09:00:00Z,48900.02,49500,48896,49264.69,2980.492109,3534.718371850015
2021-05-16T10:00:00Z,49264.68,49795.89,49221.08,49579.7,2962.993138,3421.008559700015
2021-05-16T11:00:00Z,49574.98,49640.28,48912.8,49014.99,2464.233967,3382.7044194000146
2021-05-16T12:00:00Z,49014.99,49157.89,48550.63,48622.62,2925.555177,3193.354496050015
2021-05-16T13:00:00Z,48618.14,48999.1,48457.06,48915.73,3053.929148,3100.502364400015
2021-05-16T14:00:00Z,48915.78,49249.06,48036,48284.32,3836.376897,3134.509028800015
2021-05-16T15:00:00Z,48284.32,48331.45,47566.01,47727.26,4351.100773,3077.0983225500154
2021-05-16T16:00:00Z,47727.26,48097.59,46960,47276.26,6112.076715,3226.9283285500155
2021-05-16T17:00:00Z,47276.26,47460,46120,47081.5,8475.470489,3561.935210950015
2021-05-16T18:00:00Z,47080.2,47457.76,45333.34,45380.56,10976.682251,3964.818131250015
2021-05-16T19:00:00Z,45409.99,46239.68,44444.44,45549.26,11255.424001,4277.287839550016
2021-05-16T20:00:00Z,45553.24,45902.19,43825.39,44104.07,11341.714158,4572.408137100016
2021-05-16T21:00:00Z,44103.9,45614.33,43857.42,45195.96,7608.620307,4802.565891150016
2021-05-16T22:00:00Z,45195.29,46320,45163.65,45562.01,5841.013031,4987.028490350016
2021-05-16T23:00:00Z,45562.01,46480,45384.11,46431.5,3932.708488,5073.435569650016
2021-05-17T00:00:00Z,46426.83,46686,45481.64,45551.72,4098.536169,5164.749756200016
2021-05-17T01:00:00Z,45551.72,45618.04,44527.22,44870.17,6451.076643,5404.793011300017
2021-05-17T02:00:00Z,44870.16,45234.82,44210.01,44465.81,5723.772684,5481.335200350017
2021-05-17T03:00:00Z,44462.34,44705.23,42777,42915.46,11898.472951,5941.926823250017
2021-05-17T04:00:00Z,42915.46,44300,42196.97,43582.53,13239.783401,6476.501624850018
2021-05-17T05:00:00Z,43582.6,44232.84,42397.28,44150.24,9220.107541,6788.482396450017
2021-05-17T06:00:00Z,44193.78,45400,43853.75,44323.45,11530.826326,7216.8740558500185
2021-05-17T07:00:00Z,44323.44,45353.09,44127.63,45149.18,6566.740902,7421.999402600018
2021-05-17T08:00:00Z,45143.28,45528.07,44666.79,45320.64,6758.623435,7613.652815500017
2021-05-17T09:00:00Z,45317.29,45630.34,44900,45408.87,4778.778009,7699.895258550017
2021-05-17T10:00:00Z,45417.21,45507.33,44429.32,44539,5686.042787,7792.378553050017
2021-05-17T11:00:00Z,44539,45800,44291.84,45731.39,6628.063279,7906.226678350016
2021-05-17T12:00:00Z,45733.55,45791.04,44707.53,44919.14,6324.442361,7916.844960650016
2021-05-17T13:00:00Z,44927.6,45227.42,44555,45029.01,4360.539258,7711.098399100016
2021-05-17T14:00:00Z,45029.01,45128.7,43770.34,44440.98,6218.958669,7473.212220000016
2021-05-17T15:00:00Z,44440.98,44646.54,43156,43362.75,6234.049027,7222.143471300015
2021-05-17T16:00:00Z,43357,43814.3,42510.9,42567.28,8815.513326,7095.8334297000165
2021-05-17T17:00:00Z,42566.1,43208.43,42001,42587.21,9215.23866,7176.164347350017
2021-05-17T18:00:00Z,42586.21,43733.89,42300.8,43473.22,7355.61408,7251.894399800016
2021-05-17T19:00:00Z,43471.48,44400,43462.76,44197.73,5496.795973,7330.098774050016
2021-05-17T20:00:00Z,44197.73,44939.2,44038.51,44757.64,4113.219255,7330.832928350016
2021-05-17T21:00:00Z,44757.63,44814.81,43250.57,43514.55,4150.748617,7215.816527050016
2021-05-17T22:00:00Z,43514.55,44518.2,42600,42897.07,6424.963323,7250.8760590000165
2021-05-17T23:00:00Z,42897.09,43841.88,42500,43538.04,5366.26606,6924.265714450016
2021-05-18T00:00:00Z,43538.02,44631.78,43150.79,44386.26,6210.140676,6572.783578200017
2021-05-18T01:00:00Z,44389.58,45281.34,44303.88,45072.49,6566.090316,6440.082716950017
2021-05-18T02:00:00Z,45079.58,45260.54,44500,45018.55,3747.96364,6050.939582650017
2021-05-18T03:00:00Z,45018.17,45051.16,44660.02,44779.83,2728.724821,5859.0387786000165
2021-05-18T04:00:00Z,44774.78,45555.17,44738.26,45318.97,4607.615743,5751.488394000016
2021-05-18T05:00:00Z,45318.98,45509.24,45007.31,45359.99,4003.076024,5712.7032947500165
2021-05-18T06:00:00Z,45355.82,45799.29,44800.4,44898.06,4784.476798,5667.624995300017
2021-05-18T07:00:00Z,44898.05,45244.64,44837.44,45172.7,3823.261984,5527.384930550017
2021-05-18T08:00:00Z,45172.69,45420,44826.41,44925.19,3610.934559,5391.709540450017
2021-05-18T09:00:00Z,44925.19,45133,44607.08,44955.35,3542.845052,5350.824830150017
2021-05-18T10:00:00Z,44955.35,45480,44731.84,45365.87,2907.382956,5185.246044500017
2021-05-18T11:00:00Z,45365.87,45662.14,45125.21,45321.02,3041.567041,5025.621945200017
2021-05-18T12:00:00Z,45318.76,45341.84,43715,43955.47,6203.662829,4895.029420350017
2021-05-18T13:00:00Z,43955.46,44098.4,43210,43691.22,7040.023149,4786.268644800017
2021-05-18T14:00:00Z,43691.39,43692.51,42507,43221.4,8896.14858,4863.2953698000165
2021-05-18T15:00:00Z,43221.4,43806.8,42780.53,42969.47,7433.449024,4960.128022350016
2021-05-18T16:00:00Z,42969.46,43700,42594.93,43600.21,8038.149971,5156.374558150017
2021-05-18T17:00:00Z,43601.19,43825.65,43278.37,43324.59,4445.74057,5171.1241558000165
2021-05-18T18:00:00Z,43324.59,43361.88,42371.96,42800.01,6072.594467,5153.505713000016
2021-05-18T19:00:00Z,42800.01,43621,42500,43262.71,4702.169326,5120.300876300016
2021-05-18T20:00:00Z,43262.7,43522.64,42691.85,43256.56,3754.783948,4997.533039900017
2021-05-18T21:00:00Z,43254.06,43500,42766.01,42979.69,2614.873206,4799.972184400017
2021-05-18T22:00:00Z,42980.52,43250.27,42702.5,42817.85,3020.723749,4763.6101898500165
2021-05-18T23:00:00Z,42817.86,43181.81,42250.02,42849.78,5183.462355,4886.347066550016
2021-05-19T00:00:00Z,42849.78,43584.9,42500,42610.25,5053.494032,4908.640981000017
2021-05-19T01:00:00Z,42610.25,42699.44,40500.15,40843.52,13344.376932,5375.7060264000165
2021-05-19T02:00:00Z,40843.53,41299.98,40275,40325.01,8604.976409,5566.731006950016
2021-05-19T03:00:00Z,40324.57,41049.99,40125,40591.15,9124.063103,5831.771062900017
2021-05-19T04:00:00Z,40591.99,40846.97,38604.93,39307.66,17716.265974,6537.037633650017
2021-05-19T05:00:00Z,39307.66,39941,38934.69,39200.01,12574.523934,6988.6215777500165
2021-05-19T06:00:00Z,39200,39878.33,39102,39378.54,8295.853109,7258.045085400017
2021-05-19T07:00:00Z,39383.29,40575.25,38550,40371.44,10481.124532,7630.022959950016
2021-05-19T08:00:00Z,40354.98,40888,39849.49,40465.04,7231.895896,7681.434613300016
2021-05-19T09:00:00Z,40462.39,40708.97,40028.62,40324.64,5321.022286,7595.484570150016
2021-05-19T10:00:00Z,40324.64,40442.95,38886.01,39432.27,9060.052014,7603.6797418500155
2021-05-19T11:00:00Z,39432.42,39664.71,36333,38700,26040.527673,8534.033674300015
2021-05-19T12:00:00Z,38700,39295.51,32488.89,35234.62,30946.526664,9679.452508950015
2021-05-19T13:00:00Z,35234.62,38000,30000,35863.06,44239.811778,11669.156069350016
2021-05-19T14:00:00Z,35863.06,37598.82,33993.7,37521.32,24199.620197,12575.507355850017
2021-05-19T15:00:00Z,37501.89,37990,36414.74,37318.52,21654.717827,13423.134780900018
2021-05-19T16:00:00Z,37310.14,40118.81,36111,39580.68,24998.731071,14485.332137050016
2021-05-19T17:00:00Z,39558.79,40442,38866.02,39370.61,16280.308953,15168.603924400017
2021-05-19T18:00:00Z,39366.87,39616.04,37600,37961.02,12160.449338,15625.590203850015
2021-05-19T19:00:00Z,37961.01,39499.94,37711,39342.93,9791.172571,15855.975714650014
2021-05-19T20:00:00Z,39337.45,40200,37962.91,38217.41,10297.233515,16118.162688800012
2021-05-19T21:00:00Z,38222.2,38956.99,37032.96,38771.77,9138.808561,15907.884270250011
2021-05-19T22:00:00Z,38777.05,39800,38014.01,39090.15,7374.808601,15846.375879850011
2021-05-19T23:00:00Z,39070.57,39264.46,36600.01,36690.09,10416.878191,15911.016634250012
2021-05-20T00:00:00Z,36671.23,38180,34850,35817.31,18051.56914,15927.781792550013
2021-05-20T01:00:00Z,35825.8,37500,35519.99,36973.51,14885.312304,16043.321211050014
