Date,Open,High,Low,Close,Volume
2018-10-14 00:00,6332.92,6416.0,6308.0,6339.34,99527294.08483064
2018-10-15 00:00,6339.34,7680.0,6300.0,6752.5,627984505.5555727
2018-10-16 00:00,6752.5,6900.0,6670.0,6759.27,186122772.22286084
2018-10-17 00:00,6762.76,6811.12,6676.01,6740.89,179641733.16423723
2018-10-18 00:00,6739.01,6796.0,6567.0,6618.96,134777360.1544343
2018-10-19 00:00,6618.96,6648.14,6523.0,6528.88,136686215.6690547
2018-10-20 00:00,6528.88,6617.65,6505.55,6588.4,126325797.49570584
2018-10-21 00:00,6585.72,6663.9,6580.0,6590.11,43146401.58918715
2018-10-22 00:00,6590.12,6639.0,6535.27,6581.2,106815019.55165032
2018-10-23 00:00,6581.2,6595.0,6515.45,6553.51,90969791.0251596
2018-10-24 00:00,6553.51,6630.0,6547.53,6565.5,78795617.02141578
2018-10-25 00:00,6566.81,6575.09,6502.8,6528.09,67691945.44596253
2018-10-26 00:00,6528.13,6600.0,6515.01,6538.63,61792487.79642334
2018-10-27 00:00,6538.63,6558.35,6463.04,6505.6,50667220.04441258
2018-10-28 00:00,6505.6,6514.17,6453.0,6489.93,37298357.26271342
2018-10-29 00:00,6489.93,6505.01,6315.0,6344.5,88484721.03624511
2018-10-30 00:00,6344.5,6395.0,6317.01,6330.87,56393439.18288881
2018-10-31 00:00,6330.01,6428.0,6245.02,6371.93,76970488.28166042
2018-11-01 00:00,6369.52,6442.65,6348.66,6410.0,58031686.8315247
2018-11-02 00:00,6410.0,6460.34,6388.2,6433.98,62589428.22024873
2018-11-03 00:00,6432.8,6439.97,6345.0,6387.09,48934237.93991929
2018-11-04 00:00,6388.0,6525.0,6359.0,6485.85,68169573.18695
2018-11-05 00:00,6485.85,6504.39,6431.02,6468.99,58127213.13931594
2018-11-06 00:00,6468.99,6531.31,6445.18,6519.11,77336101.18719475
2018-11-07 00:00,6522.73,6615.15,6509.0,6578.46,93820576.63463956
2018-11-08 00:00,6578.46,6594.0,6468.22,6479.84,86450363.67835227
2018-11-09 00:00,6479.84,6511.53,6391.01,6419.99,75997777.50255908
2018-11-10 00:00,6419.99,6475.55,6411.0,6433.05,49745307.64123968
2018-11-11 00:00,6435.16,6462.14,6355.0,6449.81,52709099.31784609
2018-11-12 00:00,6450.71,6497.0,6421.0,6453.07,65390882.14088421
2018-11-13 00:00,6451.68,6498.0,6391.15,6457.66,76142983.15196352
2018-11-14 00:00,6458.98,6482.84,5656.87,5922.41,279632622.8943677
2018-11-15 00:00,5917.2,5939.54,5403.42,5753.4,270133503.66131264
2018-11-16 00:00,5757.09,5782.89,5549.25,5655.94,219097215.966752
